length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,sx_F,sx_I,sx_M
0.65,0.52,195.0,1676.0,693.0,0.44,0.47,0,0,1
655.0,0.5,205.0,1528.0,0.6215,0.3725,0.4535,1,0,0
655.0,515.0,0.2,1494.0,0.7255,309.0,405.0,1,0,0
0.66,525.0,0.18,1.5965,0.7765,397.0,0.3605,1,0,0
665.0,0.51,175.0,1.3805,675.0,0.2985,325.0,1,0,0
0.67,485.0,175.0,1.2565,0.5355,322.0,386.0,0,1,0
0.67,525.0,0.19,1527.0,0.5755,353.0,0.44,1,0,0
0.67,525.0,0.17,1.4005,715.0,0.3025,387.0,0,0,1
0.67,0.54,175.0,1482.0,739.0,0.2925,365.0,0,0,1
0.68,515.0,0.16,1.2345,618.0,0.2625,325.0,0,0,1
0.69,515.0,0.18,1.8445,0.9815,0.4655,341.0,0,0,1
715.0,0.55,175.0,1825.0,938.0,0.3805,0.44,0,0,1
0.72,0.58,0.19,2.0885,0.9955,478.0,0.5305,0,0,1
735.0,0.59,205.0,2087.0,909.0,474.0,625.0,0,0,1
745.0,575.0,0.2,1884.0,954.0,336.0,495.0,0,0,1
0.32,215.0,95.0,305.0,0.14,67.0,0.0885,0,1,0
0.43,0.33,0.1,449.0,254.0,0.0825,97.0,0,1,0
0.49,355.0,155.0,981.0,465.0,0.2015,0.2505,0,0,1
0.51,0.37,0.21,1183.0,508.0,292.0,343.0,1,0,0
525.0,0.41,135.0,0.7905,0.4065,198.0,177.0,1,0,0
535.0,0.4,0.15,1224.0,618.0,275.0,0.2875,1,0,0
535.0,0.4,135.0,775.0,368.0,208.0,0.2055,0,1,0
535.0,405.0,175.0,1.2705,548.0,0.3265,337.0,0,0,1
555.0,425.0,0.15,873.0,0.4625,0.1845,0.1965,0,0,1
0.56,425.0,135.0,0.9415,509.0,0.2015,0.1975,0,0,1
595.0,485.0,0.15,1.0835,0.5305,231.0,276.0,0,0,1
0.61,475.0,175.0,1024.0,409.0,261.0,322.0,0,0,1
625.0,0.49,0.11,1136.0,0.5265,0.1915,0.2925,1,0,0
635.0,0.51,0.17,1.2235,532.0,271.0,354.0,1,0,0
635.0,525.0,0.18,1.3695,634.0,318.0,363.0,1,0,0
0.64,495.0,165.0,1307.0,678.0,292.0,266.0,0,0,1
645.0,505.0,185.0,1463.0,592.0,0.3905,416.0,0,0,1
0.67,515.0,0.17,1.4265,0.6605,0.3395,0.37,1,0,0
0.68,0.54,0.21,1.7885,0.8345,408.0,437.0,0,0,1
0.7,545.0,185.0,1.6135,0.75,0.4035,0.3685,0,0,1
0.73,585.0,225.0,2.2305,1.2395,422.0,563.0,0,0,1
255.0,185.0,65.0,74.0,0.0305,0.0165,0.02,0,1,0
375.0,0.26,0.08,0.2075,0.09,0.0415,0.07,0,1,0
375.0,285.0,0.09,237.0,106.0,0.0395,0.08,0,1,0
0.39,0.3,0.1,0.2665,0.1105,59.0,84.0,0,1,0
0.39,0.28,0.09,215.0,0.0845,34.0,79.0,0,1,0
395.0,0.3,0.09,253.0,0.1155,0.05,75.0,0,1,0
0.42,0.32,0.11,309.0,115.0,0.0645,0.0945,0,1,0
435.0,335.0,105.0,0.3535,156.0,0.05,0.1135,0,1,0
435.0,325.0,105.0,335.0,136.0,65.0,115.0,0,1,0
0.44,0.32,105.0,0.3875,0.1755,74.0,0.12,0,1,0
0.45,0.33,115.0,365.0,0.14,0.0825,0.1245,0,1,0
0.45,0.34,125.0,0.4045,171.0,0.07,0.1345,0,1,0
455.0,355.0,105.0,372.0,138.0,0.0765,135.0,0,1,0
0.47,375.0,125.0,0.5225,0.2265,104.0,162.0,0,1,0
475.0,375.0,0.11,456.0,182.0,99.0,0.16,0,1,0
495.0,0.33,0.1,0.44,177.0,95.0,0.15,0,1,0
0.5,0.38,135.0,0.5285,226.0,123.0,209.0,0,1,0
515.0,385.0,125.0,572.0,237.0,0.1435,165.0,0,1,0
0.52,0.41,0.14,0.6625,0.2775,0.1555,196.0,0,1,0
525.0,0.4,0.11,0.6275,0.3015,126.0,0.18,0,1,0
535.0,0.41,0.12,0.6835,0.3125,0.1655,159.0,0,0,1
0.56,0.45,145.0,894.0,0.3885,0.2095,264.0,0,0,1
565.0,0.44,135.0,768.0,0.3305,0.1385,0.2475,0,1,0
0.57,0.45,145.0,0.95,0.4005,0.2235,0.2845,0,0,1
575.0,0.47,0.15,0.9785,0.4505,196.0,276.0,0,0,1
575.0,0.43,0.13,0.7425,0.2895,0.2005,0.22,0,1,0
575.0,445.0,0.14,737.0,325.0,0.1405,237.0,0,0,1
0.58,435.0,155.0,0.8785,425.0,0.1685,0.2425,1,0,0
585.0,0.45,175.0,1.1275,0.4925,262.0,335.0,0,0,1
0.59,435.0,165.0,0.9765,0.4525,0.2395,235.0,0,0,1
0.59,0.47,145.0,974.0,453.0,236.0,289.0,0,1,0
0.59,405.0,0.15,853.0,326.0,0.2615,245.0,0,0,1
595.0,0.48,0.14,0.9125,0.4095,0.1825,289.0,0,0,1
595.0,0.46,0.16,921.0,0.4005,0.2025,0.2875,1,0,0
0.6,0.45,0.14,869.0,0.3425,195.0,291.0,1,0,0
0.61,495.0,0.16,1089.0,469.0,198.0,384.0,1,0,0
615.0,485.0,215.0,0.9615,422.0,176.0,0.29,0,0,1
615.0,0.49,0.17,1145.0,0.4915,208.0,343.0,0,0,1
0.62,475.0,0.16,907.0,371.0,167.0,0.3075,0,1,0
625.0,515.0,155.0,1.1635,0.4875,259.0,355.0,1,0,0
0.63,515.0,175.0,1.1955,492.0,247.0,0.37,0,0,1
635.0,505.0,165.0,1251.0,577.0,227.0,0.3825,1,0,0
635.0,0.49,155.0,1145.0,0.4775,0.3035,0.3155,1,0,0
0.64,485.0,145.0,1.1335,0.5525,0.2505,0.3015,1,0,0
0.64,0.5,0.15,1.2015,559.0,231.0,0.3355,1,0,0
0.65,505.0,0.17,1.5595,695.0,0.3515,395.0,0,0,1
0.65,0.51,175.0,1.3165,0.6345,0.2605,364.0,0,0,1
655.0,0.49,0.16,1204.0,0.5455,0.2615,0.3225,1,0,0
665.0,525.0,155.0,1.3575,0.5325,0.3045,0.4485,0,0,1
675.0,0.52,145.0,1.3645,557.0,0.3405,385.0,0,0,1
0.68,0.52,185.0,1494.0,615.0,0.3935,406.0,1,0,0
0.68,0.56,195.0,1664.0,0.58,0.3855,545.0,1,0,0
695.0,535.0,0.2,1.5855,667.0,334.0,471.0,1,0,0
755.0,575.0,0.2,2073.0,1.0135,0.4655,0.48,1,0,0
225.0,0.17,0.05,0.0515,19.0,12.0,17.0,0,1,0
0.23,0.17,0.05,57.0,26.0,13.0,16.0,0,1,0
255.0,185.0,0.06,0.0925,39.0,21.0,25.0,0,1,0
355.0,0.27,75.0,204.0,0.3045,46.0,0.0595,0,1,0
455.0,0.35,0.11,458.0,0.2,111.0,0.1305,0,0,1
0.46,355.0,0.14,491.0,207.0,115.0,174.0,0,0,1
495.0,0.38,0.12,474.0,197.0,0.1065,0.1545,0,0,1
0.51,395.0,125.0,0.5805,244.0,0.1335,188.0,0,0,1
0.52,0.43,0.15,728.0,302.0,0.1575,235.0,1,0,0
525.0,0.4,0.13,622.0,0.2655,147.0,184.0,0,0,1
0.53,415.0,0.12,706.0,0.3355,0.1635,0.1345,0,0,1
0.53,395.0,115.0,0.5685,249.0,0.1375,161.0,1,0,0
545.0,435.0,145.0,0.9385,0.3685,0.1245,345.0,0,0,1
0.55,0.43,0.15,655.0,0.2635,122.0,221.0,1,0,0
575.0,0.48,0.15,0.9465,0.4355,0.2605,0.2505,0,0,1
0.58,0.43,125.0,0.9115,446.0,0.2075,121.0,0,0,1
595.0,455.0,145.0,942.0,0.43,182.0,277.0,0,0,1
0.6,465.0,0.18,1193.0,0.5145,315.0,0.3055,0,0,1
0.66,525.0,0.2,1489.0,0.6065,0.3795,421.0,0,0,1
0.29,215.0,0.06,0.1115,53.0,0.0185,32.0,0,1,0
0.3,0.22,65.0,0.1235,59.0,26.0,0.0315,0,1,0
375.0,285.0,0.08,226.0,0.0975,0.04,0.0725,0,1,0
0.38,0.29,85.0,0.2285,88.0,0.0465,75.0,0,1,0
415.0,0.32,115.0,0.3045,0.1215,0.0735,94.0,0,1,0
425.0,325.0,105.0,0.3975,0.1815,81.0,0.1175,0,1,0
0.44,0.34,0.1,379.0,0.1725,0.0815,101.0,0,1,0
0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,0,1,0
465.0,405.0,135.0,0.7775,436.0,0.1715,0.1455,0,0,1
0.47,0.36,0.1,0.4705,0.1635,89.0,0.1385,1,0,0
0.51,415.0,145.0,751.0,0.3295,0.1835,203.0,0,0,1
525.0,0.4,135.0,714.0,318.0,138.0,208.0,1,0,0
525.0,0.4,0.13,0.6995,0.3115,131.0,223.0,1,0,0
0.55,425.0,0.14,952.0,0.4895,0.1945,0.2185,1,0,0
0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,0,0,1
575.0,0.45,135.0,0.9215,354.0,209.0,0.2365,0,0,1
575.0,0.45,135.0,0.8285,362.0,0.1655,236.0,1,0,0
615.0,495.0,155.0,1.2865,435.0,293.0,0.3245,0,0,1
0.63,495.0,0.19,1.1655,536.0,0.2115,0.1625,1,0,0
0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,1,0,0
0.67,515.0,165.0,1.1735,526.0,285.0,316.0,0,0,1
675.0,505.0,0.16,1532.0,0.74,357.0,0.3815,0,0,1
685.0,0.53,0.17,1.5105,0.7385,0.3525,0.3725,1,0,0
485.0,0.39,0.1,0.5565,0.2215,0.1155,185.0,1,0,0
0.46,0.35,125.0,0.5165,0.1885,0.1145,185.0,0,0,1
535.0,0.42,125.0,764.0,312.0,0.1505,265.0,0,0,1
0.51,0.4,0.14,0.6905,259.0,151.0,0.23,0,0,1
0.55,425.0,0.16,0.97,0.2885,139.0,0.48,0,0,1
0.2,0.15,0.04,46.0,21.0,7.0,0.0065,0,1,0
0.55,0.42,0.17,0.8465,336.0,0.2405,245.0,0,0,1
585.0,0.45,0.15,1047.0,0.4315,276.0,315.0,0,0,1
0.7,0.54,215.0,1978.0,0.6675,0.3125,0.71,1,0,0
665.0,0.5,175.0,1742.0,595.0,0.3025,725.0,1,0,0
0.47,375.0,105.0,513.0,232.0,142.0,0.13,1,0,0
425.0,335.0,0.1,0.4085,0.1755,92.0,135.0,0,0,1
505.0,395.0,125.0,635.0,0.29,0.1555,175.0,0,0,1
535.0,0.44,165.0,875.0,279.0,0.18,0.3,0,0,1
0.55,435.0,0.11,806.0,0.3415,203.0,215.0,0,0,1
0.34,255.0,85.0,204.0,97.0,21.0,0.05,1,0,0
275.0,0.2,65.0,0.1165,0.0565,13.0,35.0,0,1,0
335.0,0.22,0.07,0.17,76.0,0.0365,0.05,1,0,0
0.55,0.44,125.0,765.0,0.33,0.2125,245.0,1,0,0
545.0,0.41,115.0,0.6765,0.29,158.0,0.22,1,0,0
0.64,0.54,175.0,1571.0,627.0,271.0,475.0,1,0,0
605.0,0.49,155.0,1153.0,503.0,0.2505,295.0,0,0,1
0.56,0.45,155.0,0.9125,0.3595,271.0,0.35,0,0,1
0.57,465.0,155.0,872.0,0.3245,239.0,285.0,1,0,0
525.0,405.0,0.16,792.0,316.0,0.1455,0.28,0,0,1
0.45,355.0,0.12,0.3955,147.0,0.0765,145.0,0,0,1
0.51,405.0,0.12,0.61,229.0,131.0,235.0,0,1,0
0.49,0.38,0.13,539.0,229.0,0.1355,165.0,1,0,0
505.0,0.41,135.0,657.0,291.0,133.0,195.0,1,0,0
0.38,0.3,0.1,0.2505,106.0,0.0535,0.0775,0,0,1
0.5,385.0,135.0,551.0,0.2245,0.0715,206.0,0,0,1
645.0,505.0,165.0,1307.0,0.4335,262.0,0.52,0,0,1
565.0,0.44,115.0,0.9185,404.0,0.1785,0.29,0,0,1
0.67,545.0,175.0,1707.0,0.6995,387.0,575.0,1,0,0
0.59,415.0,0.15,0.8805,0.3645,234.0,235.0,1,0,0
0.47,0.36,0.11,0.4965,237.0,127.0,0.13,1,0,0
0.51,385.0,135.0,632.0,282.0,145.0,0.17,1,0,0
0.55,405.0,0.15,0.9235,412.0,0.2135,0.24,0,0,1
0.2,145.0,25.0,0.0345,11.0,0.0075,0.01,0,1,0
525.0,405.0,115.0,0.72,0.3105,0.1915,0.2,1,0,0
0.61,0.47,0.16,1017.0,426.0,0.2255,0.32,1,0,0
545.0,405.0,175.0,0.98,0.2585,207.0,0.38,1,0,0
325.0,245.0,75.0,0.1495,0.0605,33.0,45.0,0,1,0
0.31,235.0,75.0,0.1515,56.0,0.0315,0.05,0,1,0
0.45,335.0,0.14,478.0,0.1865,115.0,0.16,0,0,1
0.49,0.38,155.0,578.0,0.2395,0.1255,0.18,1,0,0
505.0,405.0,0.16,0.6835,271.0,145.0,215.0,1,0,0
385.0,0.3,0.1,0.2725,0.1115,57.0,0.08,1,0,0
0.62,485.0,0.22,1511.0,0.5095,284.0,0.51,1,0,0
665.0,0.53,185.0,1.3955,456.0,0.3205,0.49,1,0,0
335.0,265.0,95.0,0.1975,0.0795,0.0375,0.07,0,0,1
295.0,215.0,75.0,116.0,37.0,0.0295,0.04,0,1,0
0.32,0.25,0.08,0.1565,57.0,34.0,0.06,0,1,0
0.43,0.34,125.0,384.0,0.1375,61.0,146.0,0,1,0
0.6,0.48,165.0,1.1345,0.4535,0.27,335.0,1,0,0
555.0,0.42,0.14,868.0,0.33,243.0,0.21,1,0,0
0.63,0.51,0.19,1.4985,0.4125,0.3075,545.0,0,0,1
425.0,0.34,0.12,388.0,149.0,87.0,125.0,0,0,1
675.0,525.0,175.0,1402.0,483.0,0.3205,465.0,0,0,1
0.5,0.4,145.0,0.6025,216.0,138.0,0.21,0,0,1
0.52,435.0,195.0,973.0,0.2985,0.2135,355.0,0,0,1
0.52,415.0,175.0,753.0,258.0,171.0,255.0,0,0,1
0.64,525.0,0.2,1.3765,0.44,0.3075,0.47,0,0,1
0.44,0.35,0.12,375.0,0.1425,0.0965,115.0,0,1,0
0.42,0.32,0.13,0.4135,0.1645,106.0,119.0,1,0,0
0.45,0.35,135.0,0.56,231.0,137.0,145.0,1,0,0
0.64,505.0,0.19,1.2765,0.4835,328.0,0.4,1,0,0
485.0,0.41,0.15,696.0,0.2405,0.1625,265.0,0,0,1
0.61,0.48,0.19,1.2955,0.5215,0.3225,365.0,1,0,0
0.59,485.0,205.0,1.2315,0.4525,238.0,0.42,1,0,0
695.0,0.53,0.15,1477.0,0.6375,0.3025,0.43,0,0,1
0.69,0.54,185.0,1.5715,0.6935,318.0,0.47,1,0,0
0.65,525.0,0.19,1.4995,0.6265,0.4005,395.0,0,0,1
635.0,0.48,0.19,1467.0,0.5825,303.0,0.42,0,0,1
655.0,0.51,0.16,1092.0,396.0,0.2825,0.37,1,0,0
0.69,555.0,205.0,1.8165,0.7785,0.4395,515.0,1,0,0
0.55,435.0,0.16,906.0,342.0,219.0,295.0,0,0,1
595.0,0.5,165.0,1.06,402.0,0.28,275.0,0,0,1
435.0,0.35,125.0,459.0,197.0,0.1145,145.0,1,0,0
455.0,375.0,125.0,533.0,233.0,106.0,185.0,0,1,0
0.48,0.38,0.13,0.6175,0.3,142.0,175.0,0,0,1
0.43,0.35,105.0,366.0,0.1705,0.0855,0.11,0,1,0
435.0,0.35,105.0,0.4195,194.0,0.1005,0.13,1,0,0
0.3,0.23,75.0,0.15,0.0605,42.0,45.0,0,1,0
455.0,375.0,125.0,484.0,0.2155,102.0,165.0,0,0,1
0.64,505.0,165.0,1.4435,0.6145,0.3035,0.39,0,0,1
0.56,435.0,125.0,0.8775,0.3345,0.2145,0.29,1,0,0
645.0,0.52,0.19,1.3105,0.58,288.0,0.37,1,0,0
595.0,485.0,145.0,1.2515,0.5035,0.2925,0.33,1,0,0
565.0,0.45,115.0,0.9085,398.0,197.0,0.29,0,0,1
655.0,0.5,0.14,1.1705,0.5405,0.3175,285.0,1,0,0
0.48,0.38,135.0,528.0,0.2,0.1395,0.16,0,0,1
495.0,385.0,135.0,0.6625,0.3005,0.1635,185.0,1,0,0
0.4,335.0,115.0,0.4335,0.2105,0.1205,0.12,1,0,0
0.41,0.31,125.0,0.3595,0.1415,0.0885,115.0,0,0,1
0.52,425.0,155.0,0.7735,297.0,123.0,255.0,0,0,1
0.5,405.0,0.14,0.6735,265.0,124.0,0.25,1,0,0
465.0,0.39,0.14,0.5555,213.0,0.1075,215.0,1,0,0
0.59,475.0,155.0,0.9715,371.0,235.0,0.28,1,0,0
565.0,0.44,155.0,868.0,348.0,217.0,0.26,0,0,1
0.62,0.51,175.0,1.1255,0.4985,227.0,315.0,1,0,0
0.55,0.46,0.13,0.7085,305.0,0.1455,205.0,0,0,1
0.51,395.0,0.12,0.6175,262.0,122.0,193.0,1,0,0
0.53,405.0,0.13,738.0,0.2845,0.17,193.0,0,0,1
575.0,455.0,185.0,1156.0,0.5525,243.0,295.0,0,0,1
0.63,0.5,0.16,1.22,0.4905,0.3,345.0,1,0,0
0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,0,0,1
645.0,0.5,0.19,1229.0,524.0,278.0,395.0,0,0,1
0.62,0.5,175.0,1146.0,477.0,0.23,0.39,1,0,0
605.0,485.0,175.0,1145.0,0.4325,0.27,405.0,0,0,1
615.0,0.5,205.0,1.1055,0.4445,227.0,0.39,1,0,0
0.66,525.0,0.19,1.67,0.6525,0.4875,0.49,1,0,0
0.6,445.0,175.0,1057.0,383.0,216.0,355.0,0,1,0
0.45,325.0,135.0,438.0,0.1805,0.1165,0.11,1,0,0
275.0,0.2,0.08,99.0,37.0,24.0,0.03,0,0,1
485.0,355.0,0.12,0.5085,0.21,122.0,135.0,0,1,0
0.62,485.0,165.0,1166.0,483.0,238.0,355.0,1,0,0
0.4,0.31,0.11,314.0,138.0,57.0,0.1,0,0,1
0.45,355.0,115.0,0.4385,184.0,108.0,0.1125,0,1,0
0.35,0.26,0.09,195.0,0.0745,41.0,0.0655,0,0,1
0.44,0.35,0.14,451.0,171.0,0.0705,184.0,0,0,1
265.0,0.2,65.0,84.0,34.0,0.0105,0.03,0,0,1
165.0,125.0,0.04,0.0245,0.0095,0.0045,8.0,0,0,1
535.0,425.0,155.0,0.7765,302.0,0.1565,0.25,1,0,0
0.49,385.0,0.14,0.5425,198.0,127.0,175.0,0,1,0
0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,1,0,0
375.0,0.28,0.1,0.2565,0.1165,0.0585,0.0725,0,1,0
345.0,265.0,0.09,163.0,0.0615,37.0,0.0485,0,0,1
0.55,415.0,135.0,0.8095,0.2985,0.2015,0.28,0,1,0
575.0,475.0,0.17,967.0,0.3775,284.0,275.0,0,1,0
545.0,435.0,0.15,0.6855,0.2905,145.0,225.0,1,0,0
0.51,0.34,0.18,0.7005,312.0,165.0,0.2,1,0,0
0.44,0.34,125.0,0.4895,0.1735,0.0875,0.2,0,1,0
0.45,0.36,125.0,0.45,191.0,0.0865,145.0,0,1,0
0.39,0.3,105.0,259.0,0.0955,38.0,85.0,0,1,0
0.45,0.35,125.0,0.4435,185.0,0.09,145.0,1,0,0
0.66,525.0,0.18,1.6935,0.6025,0.4005,0.42,0,1,0
685.0,525.0,175.0,1.71,0.5415,309.0,0.58,1,0,0
585.0,475.0,185.0,0.8575,0.3465,0.1785,275.0,1,0,0
0.49,0.39,135.0,0.59,215.0,125.0,0.1845,1,0,0
495.0,0.38,145.0,515.0,175.0,98.0,212.0,0,1,0
0.49,385.0,115.0,683.0,0.3265,0.1615,165.0,0,1,0
0.52,405.0,145.0,829.0,0.3535,0.1685,205.0,1,0,0
475.0,365.0,0.14,0.4545,171.0,118.0,158.0,0,1,0
455.0,0.36,0.11,0.4385,206.0,98.0,125.0,1,0,0
375.0,285.0,0.1,239.0,105.0,0.0555,0.07,0,1,0
285.0,215.0,75.0,106.0,0.0415,23.0,35.0,0,0,1
0.41,315.0,95.0,306.0,121.0,0.0735,0.09,0,0,1
0.41,0.3,0.1,301.0,124.0,69.0,0.09,0,0,1
0.44,0.31,115.0,0.3625,134.0,82.0,0.12,0,1,0
0.28,0.21,65.0,0.0905,35.0,0.02,0.03,0,0,1
0.59,465.0,195.0,1.0885,0.3685,187.0,375.0,0,1,0
0.61,0.48,165.0,1097.0,0.4215,264.0,335.0,0,1,0
0.44,0.33,135.0,522.0,0.17,0.0905,195.0,0,1,0
0.54,405.0,155.0,0.9715,0.3225,194.0,0.29,0,0,1
475.0,375.0,125.0,588.0,237.0,0.1715,155.0,1,0,0
0.46,0.33,0.15,0.5325,0.2085,0.1805,125.0,1,0,0
255.0,0.19,0.07,0.0815,28.0,16.0,31.0,0,1,0
335.0,255.0,75.0,0.1635,0.0615,0.0345,57.0,0,0,1
295.0,0.21,0.08,0.1,38.0,26.0,31.0,0,1,0
0.19,0.13,45.0,0.0265,9.0,5.0,9.0,0,1,0
545.0,435.0,165.0,0.9955,0.3245,0.2665,325.0,0,0,1
495.0,0.4,0.12,0.6605,0.2605,161.0,0.19,0,0,1
0.5,375.0,0.13,721.0,0.3055,0.1725,0.22,0,0,1
305.0,225.0,0.07,0.1485,0.0585,0.0335,45.0,1,0,0
515.0,0.4,125.0,955.0,341.0,0.2535,0.26,0,0,1
0.74,535.0,185.0,1.65,734.0,0.4505,335.0,0,0,1
565.0,465.0,0.15,1.1285,377.0,0.3525,0.33,0,0,1
545.0,0.42,125.0,0.9745,353.0,174.0,305.0,0,0,1
645.0,515.0,185.0,1.4605,0.5835,0.3155,0.41,0,0,1
0.62,0.48,0.16,1.0765,412.0,253.0,0.3,0,0,1
605.0,0.45,165.0,1.2225,357.0,202.0,385.0,1,0,0
605.0,475.0,0.16,1616.0,0.5495,332.0,0.34,0,0,1
475.0,375.0,0.15,559.0,0.1955,0.1215,0.1945,1,0,0
0.46,0.35,115.0,0.44,0.19,0.1025,0.13,1,0,0
0.53,0.43,135.0,879.0,0.28,0.2165,0.25,0,0,1
0.48,395.0,0.15,0.6815,0.2145,0.1405,0.2495,0,0,1
455.0,345.0,0.15,0.5795,0.1685,125.0,215.0,0,0,1
0.35,265.0,0.11,209.0,66.0,59.0,75.0,0,1,0
0.37,0.28,105.0,224.0,0.0815,0.0575,75.0,0,0,1
0.35,265.0,0.08,192.0,81.0,0.0465,53.0,0,1,0
0.39,315.0,0.09,0.3095,147.0,0.05,0.09,0,1,0
395.0,0.31,95.0,313.0,131.0,72.0,93.0,0,1,0
0.43,0.32,0.1,0.3855,192.0,0.0745,0.1,0,1,0
0.48,355.0,115.0,0.5785,0.25,106.0,184.0,0,1,0
0.49,395.0,0.12,674.0,0.3325,0.1235,185.0,0,0,1
0.49,0.37,105.0,0.5265,249.0,0.1005,148.0,1,0,0
0.56,465.0,0.16,1.0315,432.0,0.2025,337.0,1,0,0
0.56,0.45,0.14,0.9,472.0,182.0,218.0,0,0,1
0.59,0.47,135.0,1.1685,539.0,279.0,0.28,0,0,1
0.64,0.51,0.17,1.3715,567.0,307.0,409.0,0,0,1
0.65,545.0,185.0,1.5055,0.6565,341.0,0.43,1,0,0
0.71,0.55,0.2,1.9045,882.0,0.44,0.5,0,0,1
0.74,605.0,0.2,2.4925,1.1455,575.0,0.5235,0,0,1
0.25,0.18,65.0,0.0805,0.0345,0.0185,0.0215,0,1,0
0.28,0.21,65.0,111.0,0.0425,0.0285,0.03,0,1,0
325.0,0.24,75.0,152.0,65.0,0.0305,45.0,0,1,0
0.35,265.0,95.0,199.0,73.0,49.0,0.06,0,1,0
0.38,275.0,95.0,0.2505,0.0945,0.0655,75.0,0,1,0
395.0,0.3,0.09,279.0,134.0,49.0,75.0,0,1,0
0.44,0.35,125.0,456.0,0.21,0.0955,131.0,0,1,0
465.0,0.37,0.1,0.5055,234.0,0.11,0.14,0,1,0
465.0,355.0,115.0,0.4705,0.1955,118.0,126.0,1,0,0
0.5,385.0,0.11,596.0,0.3015,104.0,151.0,0,1,0
505.0,0.39,0.12,0.5725,0.2555,0.1325,146.0,1,0,0
0.52,395.0,125.0,0.8115,0.4035,166.0,0.2,0,0,1
525.0,0.44,125.0,0.7115,0.3205,159.0,0.1915,1,0,0
555.0,0.44,145.0,0.8815,0.43,0.1975,0.2155,1,0,0
575.0,0.46,165.0,1065.0,0.4985,0.2145,0.2815,1,0,0
0.6,475.0,155.0,1.1385,502.0,0.2295,0.31,0,0,1
0.61,0.48,0.16,1234.0,598.0,238.0,315.0,1,0,0
0.61,0.47,0.16,1.0745,0.4925,236.0,0.29,1,0,0
615.0,505.0,0.19,1403.0,0.6715,0.2925,365.0,0,0,1
625.0,495.0,0.16,1.1115,0.4495,0.2825,345.0,1,0,0
625.0,485.0,0.17,1437.0,0.5855,293.0,475.0,0,0,1
635.0,495.0,155.0,1.3635,583.0,0.2985,295.0,0,0,1
665.0,0.52,165.0,1.6885,0.7295,407.0,0.4265,1,0,0
715.0,585.0,0.23,2.0725,0.8655,0.4095,565.0,1,0,0
0.72,565.0,0.2,1787.0,718.0,385.0,529.0,0,0,1
725.0,0.58,185.0,1523.0,0.8045,0.3595,0.4375,1,0,0
165.0,0.12,0.05,21.0,0.0075,0.0045,14.0,0,1,0
0.21,0.15,55.0,0.0455,0.02,0.0065,13.0,0,1,0
355.0,265.0,85.0,0.2435,122.0,0.0525,0.06,0,1,0
0.4,315.0,85.0,0.2675,116.0,0.0585,0.0765,0,1,0
0.4,0.29,0.1,258.0,104.0,59.0,0.0815,0,1,0
0.4,0.3,0.11,0.2985,0.1375,71.0,75.0,0,1,0
435.0,335.0,0.11,411.0,0.2025,0.0945,0.1,0,1,0
0.45,0.34,105.0,0.4385,0.21,0.0925,0.12,0,1,0
465.0,345.0,105.0,0.4015,242.0,0.0345,109.0,0,1,0
485.0,0.37,115.0,637.0,0.38,0.1335,128.0,0,1,0
505.0,475.0,0.16,1.1155,509.0,239.0,0.3065,1,0,0
0.51,405.0,0.13,599.0,0.3065,0.1155,0.1485,0,1,0
0.53,0.42,0.14,627.0,0.2905,0.1165,183.0,1,0,0
535.0,0.42,0.16,0.7465,348.0,0.1515,0.2185,0,0,1
0.55,0.44,0.16,985.0,0.4645,201.0,0.27,0,0,1
555.0,0.44,145.0,0.85,0.4165,0.1685,0.23,0,0,1
555.0,0.43,135.0,812.0,0.4055,163.0,0.2215,1,0,0
0.56,415.0,0.13,0.7615,0.3695,0.17,0.1955,0,0,1
575.0,0.44,145.0,0.87,0.3945,0.2195,225.0,0,0,1
585.0,0.45,145.0,0.9835,0.4845,242.0,0.22,1,0,0
0.59,0.46,145.0,929.0,0.38,0.24,255.0,0,0,1
595.0,0.47,165.0,1.0155,491.0,0.1905,289.0,1,0,0
0.6,0.41,145.0,939.0,0.4475,196.0,268.0,0,0,1
0.6,475.0,0.16,1164.0,0.5045,0.2635,335.0,0,0,1
615.0,0.49,0.19,1.1345,0.4695,257.0,348.0,1,0,0
0.62,0.51,0.18,1233.0,592.0,274.0,322.0,1,0,0
625.0,495.0,0.18,1.0815,0.4715,254.0,0.3135,0,0,1
0.64,0.5,165.0,1.1635,554.0,239.0,0.32,1,0,0
0.64,475.0,175.0,1.1545,0.4865,341.0,288.0,1,0,0
645.0,0.52,175.0,1.3345,667.0,0.2665,355.0,1,0,0
0.65,505.0,0.18,1469.0,0.7115,0.3335,0.38,0,0,1
655.0,0.52,0.18,1492.0,0.7185,0.36,355.0,0,0,1
655.0,0.54,175.0,1.5585,0.7285,402.0,385.0,1,0,0
0.67,525.0,0.18,1.6615,0.8005,0.3645,0.43,0,0,1
0.69,525.0,0.19,1492.0,0.6425,0.3905,0.42,1,0,0
0.7,575.0,0.2,1.7365,0.7755,0.3965,461.0,1,0,0
0.71,0.57,195.0,1348.0,0.8985,0.4435,0.4535,0,0,1
